,,,General Information,,,,,,,Current Academic Standing,,,GPA/Academic Performance from previous term:,,,Attendance Record,,,,Previous Academic Support Received,,,,,Academic Challenges,,,,,External/Personal Factors Affecting Performance,,
2301010808,"Soriano, Vincent Beth",BSDAT-EMC / 2nd Year,F,Main,vincent.soriano2838@gmail.com,Face to face,Richard B. Salazar,0,1,0,0,2,2nd - 1st Semester,1.14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301009427,"Cabrera, Kristine Miguel",BSBA-FM / 1st Year,CBAA,Kalilangan,kristine.cabrera3938@gmail.com,Regular,Aileen C. Domingo,0,1,0,0,4,1st - 1st Semester,2.01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2301005700,"Fernandez, Grace Rae",BSPsych / 4th Year,CAS,San Fernando,grace.fernandez1464@buksu.edu.ph,Face to face,Patrick M. Rosales,0,1,0,0,2,4th - 1st Semester,2.06,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2202009285,"Villanueva, Vincent Grace",BPA / 3rd Year,COA,Main,vincent.villanueva951@buksu.edu.ph,Face to face,Aileen C. Domingo,1,1,1,0,5,3rd - 1st Semester,2.61,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2301006215,"Salazar, Noel Reyes",BSBA-FM / 1st Year,CBAA,Talakag,noel.salazar4886@yahoo.com,Hybrid,Paolo D. Torres,0,0,0,0,1,1st - 1st Semester,1.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2401004889,"Reyes, Joseph Mae",BSIS / 2nd Year,CITC,Main,joseph.reyes8967@buksu.edu.ph,Regular,Leah C. Dizon,1,1,1,1,3,2nd - 1st Semester,2.71,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
2202004750,"Mercado, Jessa Jose",BSEntrep / 2nd Year,CBAA,Main,jessa.mercado1459@yahoo.com,Regular,Angela S. Bautista,1,1,1,1,5,1st - 2nd Semester,2.82,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2201006373,"Rosales, Kenneth Mae",BSCrim / 4th Year,CCJE,Main,kenneth.rosales1523@buksu.edu.ph,Face to face,Maria G. Ramos,0,1,0,0,5,3rd - 2nd Semester,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2302012104,"Reyes, Bryan Cruz",BSCS / 2nd Year,CITC,Main,bryan.reyes8599@gmail.com,Regular,Rhea L. Aquino,0,0,0,1,5,2nd - 1st Semester,2.07,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2202009529,"Castillo, Anne Reyes",BSEd-English / 2nd Year,CTE,Main,anne.castillo7522@buksu.edu.ph,Regular,Maria G. Ramos,1,1,1,1,6,2nd - 1st Semester,2.88,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
2301013286,"Flores, Rose Paolo",BSCrim / 1st Year,CCJE,Malitbog,rose.flores3634@buksu.edu.ph,Online,Angela S. Bautista,1,1,1,1,7,1st - 1st Semester,2.95,3,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
2201013757,"Gonzales, Vincent Cruz",BSMath / 4th Year,CAS,Main,vincent.gonzales796@buksu.edu.ph,Online,Rhea L. Aquino,1,1,0,0,4,4th - 1st Semester,1.66,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2501009254,"Pascual, Rafael Anne",BSBA-FM / 3rd Year,CBAA,Impasug-ong,rafael.pascual2174@yahoo.com,Regular,John P. Navarro,0,0,0,1,4,3rd - 1st Semester,2.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2202005128,"Domingo, Jessa Beth",BSIT / 2nd Year,CITC,Kibawe,jessa.domingo9206@gmail.com,Regular,Paolo D. Torres,0,1,0,0,5,1st - 2nd Semester,2.25,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2501007283,"Soriano, Sheila Louise",BSCS / 1st Year,CITC,Main,sheila.soriano8419@buksu.edu.ph,Face to face,Richard B. Salazar,1,1,1,1,3,1st - 1st Semester,2.68,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2202012643,"Navarro, Adrian Louise",BSEd-English / 1st Year,CTE,Main,adrian.navarro3496@gmail.com,Face to face,Richard B. Salazar,0,1,0,0,4,1st - 1st Semester,1.81,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302004833,"Rivera, Fatima Anne",BSCS / 4th Year,CITC,Main,fatima.rivera8815@buksu.edu.ph,Regular,Leah C. Dizon,0,1,0,0,4,4th - 1st Semester,2.44,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2302010473,"Navarro, Fatima Claire",BPA / 1st Year,COA,Cabanglasan,fatima.navarro8763@buksu.edu.ph,Regular,Maria G. Ramos,1,1,1,1,7,1st - 1st Semester,3.14,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
2301010230,"Mendoza, Gabriel Garcia",BSIS / 1st Year,CITC,Baungon,gabriel.mendoza6457@buksu.edu.ph,Transferee,Richard B. Salazar,1,1,0,1,2,1st - 1st Semester,2.28,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2201007352,"Mendoza, Patricia Mae",BSN / 1st Year,CON,Baungon,patricia.mendoza3171@buksu.edu.ph,Hybrid,Rhea L. Aquino,0,0,0,0,5,1st - 1st Semester,2.13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2301005371,"Lopez, Juan Reyes",BSDAT-EMC / 4th Year,F,Baungon,juan.lopez9668@buksu.edu.ph,Face to face,Richard B. Salazar,0,1,0,1,6,3rd - 2nd Semester,2.25,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2401013390,"Villanueva, Sean Rae",BEEd / 1st Year,CTE,Malitbog,sean.villanueva3797@buksu.edu.ph,Online,Raul Lecaros,0,0,0,0,4,1st - 1st Semester,1.98,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2302012019,"Gonzales, Adrian Marie",BSPsych / 1st Year,CAS,Kalilangan,adrian.gonzales4601@buksu.edu.ph,Face to face,Carla M. Reyes,0,1,0,0,2,1st - 1st Semester,1.57,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2401013356,"Soriano, Sean Rae",BSBA-FM / 4th Year,CBAA,Main,sean.soriano9938@yahoo.com,Transferee,John P. Navarro,1,1,0,0,3,3rd - 2nd Semester,2.06,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
2201012024,"Valencia, Angelo Garcia",BSDAT-EMC / 4th Year,F,Malitbog,angelo.valencia7070@buksu.edu.ph,Online,Raul Lecaros,0,0,0,0,4,3rd - 2nd Semester,1.62,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2302007489,"Garcia, Lyn Mae",BSMath / 2nd Year,CAS,Baungon,lyn.garcia4282@gmail.com,Online,Carla M. Reyes,0,0,0,0,3,1st - 2nd Semester,1.61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2202010500,"Villanueva, John Marie",BSEd-Math / 1st Year,CTE,Main,john.villanueva6076@buksu.edu.ph,Face to face,Jose A. Flores,1,1,1,1,5,1st - 1st Semester,2.99,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2301008045,"Fernandez, Miguel Grace",BSEd-English / 2nd Year,CTE,Main,miguel.fernandez9603@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,1,0,2,2nd - 1st Semester,2.52,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2402011381,"Natividad, Sophia Santos",BSN / 3rd Year,CON,Dangcagan,sophia.natividad7518@gmail.com,Transferee,Patrick M. Rosales,1,1,1,1,8,3rd - 1st Semester,3.7,5,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
2301009920,"Torres, Kevin Hope",BSBio / 2nd Year,CAS,Main,kevin.torres3966@gmail.com,Face to face,Leah C. Dizon,1,1,1,1,9,2nd - 1st Semester,3.48,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2302007767,"Padilla, Mark Reyes",BSEd-Math / 2nd Year,CTE,Kalilangan,mark.padilla8233@buksu.edu.ph,Transferee,Aileen C. Domingo,1,1,1,1,6,2nd - 1st Semester,2.69,3,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2301010693,"Salazar, Sheila Louise",BSMath / 4th Year,CAS,Cabanglasan,sheila.salazar1637@gmail.com,Regular,Paolo D. Torres,0,0,0,0,4,4th - 1st Semester,1.65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301013311,"Navarro, Camille Mae",BSIS / 2nd Year,CITC,Cabanglasan,camille.navarro9922@buksu.edu.ph,Regular,Angela S. Bautista,0,1,0,0,2,2nd - 1st Semester,2.29,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2402008514,"Natividad, Kristine Cruz",BEEd / 3rd Year,CTE,Kalilangan,kristine.natividad7378@buksu.edu.ph,Face to face,Raul Lecaros,1,1,1,1,5,3rd - 1st Semester,2.84,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
2302006204,"Dela Cruz, Adrian Louise",BSIT / 3rd Year,CITC,San Fernando,adrian.delacruz5329@gmail.com,Hybrid,Patrick M. Rosales,0,0,0,0,3,2nd - 2nd Semester,1.49,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2301008832,"Cabrera, Janelle Mae",BSEntrep / 4th Year,CBAA,Kibawe,janelle.cabrera150@gmail.com,Regular,Rhea L. Aquino,0,1,0,0,4,4th - 1st Semester,2.28,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2201011595,"Pascual, Kristine Jose",BSEntrep / 1st Year,CBAA,Main,kristine.pascual814@yahoo.com,Face to face,Maria G. Ramos,1,1,1,1,9,1st - 1st Semester,3.23,5,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
2202007284,"Garcia, Diana Mae",BSN / 2nd Year,CON,Dangcagan,diana.garcia4050@gmail.com,Face to face,Nina V. Mendoza,0,1,1,1,8,2nd - 1st Semester,2.65,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
2401006097,"Reyes, Rhea Mae",BSEntrep / 3rd Year,CBAA,Main,rhea.reyes1467@buksu.edu.ph,Hybrid,Angela S. Bautista,1,1,1,1,5,2nd - 2nd Semester,2.86,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2301004784,"Domingo, Rose Cruz",BSBA-FM / 3rd Year,CBAA,Kalilangan,rose.domingo9285@buksu.edu.ph,Face to face,Mark T. Villanueva,0,0,0,0,2,3rd - 1st Semester,1.47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301010853,"Bautista, Angel Rose",BSCS / 1st Year,CITC,Impasug-ong,angel.bautista2927@gmail.com,Face to face,Nina V. Mendoza,0,1,0,0,1,1st - 1st Semester,2.38,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2501008495,"Valencia, Sean Grace",BSBA-FM / 1st Year,CBAA,Main,sean.valencia8512@buksu.edu.ph,Regular,Paolo D. Torres,0,0,0,0,2,1st - 1st Semester,1.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2302011195,"Salazar, Trisha Faith",BSBio / 2nd Year,CAS,Baungon,trisha.salazar4163@buksu.edu.ph,Hybrid,Jose A. Flores,1,1,1,1,8,2nd - 1st Semester,3.8,4,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1
2301006699,"Rosales, Jerome Mae",BSN / 1st Year,CON,Talakag,jerome.rosales1506@buksu.edu.ph,Regular,Leah C. Dizon,0,0,0,0,3,1st - 1st Semester,1.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2201009136,"Salazar, Kenneth Garcia",BSMath / 2nd Year,CAS,Kitaotao,kenneth.salazar2510@buksu.edu.ph,Regular,Jose A. Flores,0,0,0,0,4,1st - 2nd Semester,1.82,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2202005317,"Rivera, Andrea Kate",BSCS / 1st Year,CITC,Kibawe,andrea.rivera5985@buksu.edu.ph,Face to face,Rhea L. Aquino,0,1,0,0,5,1st - 1st Semester,2.02,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2201009582,"Aquino, Sean Garcia",BSBio / 3rd Year,CAS,Malitbog,sean.aquino8992@buksu.edu.ph,Regular,John P. Navarro,1,1,0,1,3,3rd - 1st Semester,1.67,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2202010383,"Ocampo, Kenneth Santos",BSCS / 1st Year,CITC,Kalilangan,kenneth.ocampo7504@buksu.edu.ph,Regular,Raul Lecaros,0,0,1,0,3,1st - 1st Semester,2.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2302008085,"Mercado, Bryan Jane",BPA / 2nd Year,COA,Main,bryan.mercado2271@buksu.edu.ph,Regular,Leah C. Dizon,1,1,0,0,2,2nd - 1st Semester,1.8,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2301011406,"Aquino, Grace Beth",BSIS / 1st Year,CITC,Main,grace.aquino4373@gmail.com,Regular,Rhea L. Aquino,0,1,0,0,2,1st - 1st Semester,1.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2402009472,"Ramos, Rhea Kate",BSIT / 3rd Year,CITC,Talakag,rhea.ramos5127@buksu.edu.ph,Transferee,Rhea L. Aquino,0,1,0,0,4,3rd - 1st Semester,1.67,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2301005043,"Gonzales, Christian Miguel",BSCS / 3rd Year,CITC,Main,christian.gonzales9592@yahoo.com,Regular,John P. Navarro,1,1,1,1,8,2nd - 2nd Semester,2.86,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2302013167,"Torres, Anne Beth",BPA / 3rd Year,COA,Cabanglasan,anne.torres2460@buksu.edu.ph,Face to face,Aileen C. Domingo,1,1,0,0,3,2nd - 2nd Semester,2.1,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2202013119,"Domingo, Trisha Miguel",BSBio / 1st Year,CAS,Main,trisha.domingo5719@buksu.edu.ph,Transferee,Angela S. Bautista,1,1,1,1,6,1st - 1st Semester,2.5,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2501013171,"Mendoza, Allen Santos",BSIS / 3rd Year,CITC,Main,allen.mendoza8636@buksu.edu.ph,Face to face,Leah C. Dizon,0,0,0,0,3,3rd - 1st Semester,1.48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2202004179,"Lopez, Juan Cruz",BSIS / 3rd Year,CITC,Main,juan.lopez6794@buksu.edu.ph,Face to face,Paolo D. Torres,0,1,0,0,5,3rd - 1st Semester,2.27,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2501012952,"Mercado, Sheila Kate",BSIT / 4th Year,CITC,Main,sheila.mercado5170@buksu.edu.ph,Face to face,Rhea L. Aquino,0,0,0,0,2,4th - 1st Semester,1.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2202012759,"Flores, Mae Rose",BSIT / 3rd Year,CITC,Impasug-ong,mae.flores7271@buksu.edu.ph,Regular,Grace B. Lopez,0,0,1,0,4,3rd - 1st Semester,1.88,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2201013619,"Rivera, Fatima Anne",BSBio / 1st Year,CAS,Main,fatima.rivera5229@gmail.com,Regular,Richard B. Salazar,1,1,1,1,4,1st - 1st Semester,2.79,4,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2201010442,"Ramos, John Kate",BSPsych / 3rd Year,CAS,San Fernando,john.ramos7305@gmail.com,Face to face,Patrick M. Rosales,0,1,0,0,5,3rd - 1st Semester,2.19,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
2302012146,"Garcia, John Santos",BEEd / 2nd Year,CTE,Talakag,john.garcia4625@gmail.com,Regular,John P. Navarro,0,1,0,0,1,1st - 2nd Semester,1.62,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2402005436,"Pascual, Angel Ramos",BSCrim / 2nd Year,CCJE,Main,angel.pascual7295@buksu.edu.ph,Returnee,Maria G. Ramos,0,1,0,0,3,2nd - 1st Semester,2.03,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2402009801,"Pascual, Kevin Mae",BSEd-English / 4th Year,CTE,San Fernando,kevin.pascual1023@buksu.edu.ph,Hybrid,Raul Lecaros,0,1,0,0,3,3rd - 2nd Semester,1.98,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2202004352,"Mendoza, Joseph Mae",BSEntrep / 3rd Year,CBAA,Dangcagan,joseph.mendoza2225@buksu.edu.ph,Regular,Jose A. Flores,0,0,0,0,2,2nd - 2nd Semester,1.83,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2202012787,"Santos, Sheila Reyes",BSCS / 1st Year,CITC,Cabanglasan,sheila.santos1280@gmail.com,Hybrid,Rhea L. Aquino,1,1,0,0,5,1st - 1st Semester,2.38,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2501004611,"Mendoza, Alyssa Grace",BSCS / 4th Year,CITC,Main,alyssa.mendoza2172@gmail.com,Face to face,Richard B. Salazar,0,0,0,0,2,4th - 1st Semester,1.88,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2201008496,"Gonzales, Mark Louise",BSEd-English / 2nd Year,CTE,Kibawe,mark.gonzales8725@buksu.edu.ph,Regular,Jose A. Flores,0,1,1,0,5,2nd - 1st Semester,2.68,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2302008127,"Soriano, Adrian Lyn",BSPsych / 2nd Year,CAS,Main,adrian.soriano139@gmail.com,Face to face,Maria G. Ramos,1,1,1,1,6,1st - 2nd Semester,2.61,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2201007185,"Soriano, Nicole Cruz",BSCS / 3rd Year,CITC,Impasug-ong,nicole.soriano4529@gmail.com,Regular,Angela S. Bautista,1,1,1,1,8,2nd - 2nd Semester,3.11,4,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
2401005908,"Garcia, Rose Hope",BSIT / 1st Year,CITC,Baungon,rose.garcia4106@gmail.com,Face to face,Nina V. Mendoza,0,1,0,1,4,1st - 1st Semester,1.41,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2302005073,"Ocampo, Patrick Garcia",BPA / 1st Year,COA,Kibawe,patrick.ocampo4751@gmail.com,Face to face,Raul Lecaros,0,0,0,0,3,1st - 1st Semester,1.93,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2201009703,"Aquino, Noel Rose",BSCrim / 4th Year,CCJE,San Fernando,noel.aquino8792@buksu.edu.ph,Regular,Grace B. Lopez,1,1,0,1,5,4th - 1st Semester,2.37,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2501010757,"Salazar, Angel Paolo",BSMath / 2nd Year,CAS,Dangcagan,angel.salazar3494@gmail.com,Regular,Carla M. Reyes,1,1,1,1,6,2nd - 1st Semester,2.75,2,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
2302011970,"Lopez, Rafael Marie",BSA / 2nd Year,CBAA,Kibawe,rafael.lopez2860@gmail.com,Face to face,John P. Navarro,1,1,0,0,3,2nd - 1st Semester,2.24,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2202006790,"Flores, Mark Miguel",BSBA-FM / 1st Year,CBAA,Main,mark.flores7425@buksu.edu.ph,Regular,Grace B. Lopez,1,1,1,1,6,1st - 1st Semester,3.29,4,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2302013760,"Mendoza, Anne Kate",BSBio / 4th Year,CAS,Kibawe,anne.mendoza6347@buksu.edu.ph,Hybrid,Leah C. Dizon,1,1,1,1,6,4th - 1st Semester,2.75,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2501007721,"Dela Cruz, Sheila Hope",BSEd-Math / 3rd Year,CTE,Main,sheila.delacruz5363@buksu.edu.ph,Face to face,Grace B. Lopez,0,1,0,0,3,2nd - 2nd Semester,1.78,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
2201012036,"Gonzales, Mae Jose",BSDAT-EMC / 4th Year,F,Kibawe,mae.gonzales2272@gmail.com,Online,Aileen C. Domingo,0,1,0,0,3,4th - 1st Semester,2.34,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2401004846,"Lopez, Camille Louise",BSCS / 3rd Year,CITC,Malitbog,camille.lopez2268@yahoo.com,Face to face,Maria G. Ramos,0,0,0,0,3,2nd - 2nd Semester,1.59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2202011679,"Rosales, John Claire",BSPsych / 2nd Year,CAS,Dangcagan,john.rosales1792@buksu.edu.ph,Face to face,John P. Navarro,1,1,1,1,6,2nd - 1st Semester,2.68,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2302013900,"Salazar, Sheila Jane",BSMath / 4th Year,CAS,Main,sheila.salazar4260@buksu.edu.ph,Online,Richard B. Salazar,0,1,0,1,6,3rd - 2nd Semester,2.31,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2402009372,"Gonzales, Grace Mae",BSPsych / 3rd Year,CAS,Main,grace.gonzales409@buksu.edu.ph,Hybrid,John P. Navarro,0,0,0,0,1,2nd - 2nd Semester,1.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2302010036,"Pascual, Kenneth Joy",BSBio / 3rd Year,CAS,Main,kenneth.pascual4554@buksu.edu.ph,Face to face,Patrick M. Rosales,0,1,0,0,2,3rd - 1st Semester,2.04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2501011431,"Rosales, Mae Rae",BSEd-Math / 3rd Year,CTE,Kibawe,mae.rosales9621@buksu.edu.ph,Face to face,Richard B. Salazar,1,1,0,0,5,3rd - 1st Semester,2.43,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2202004622,"Morales, Carlo Hope",BSEntrep / 1st Year,CBAA,Cabanglasan,carlo.morales4714@buksu.edu.ph,Hybrid,Mark T. Villanueva,0,0,0,1,4,1st - 1st Semester,1.88,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2301010101,"Reyes, Fatima Mae",BSBA-FM / 2nd Year,CBAA,Cabanglasan,fatima.reyes1259@buksu.edu.ph,Regular,John P. Navarro,0,1,0,1,6,1st - 2nd Semester,2.11,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2302011729,"Mercado, Paul Marie",BSDAT-EMC / 2nd Year,F,Main,paul.mercado5941@buksu.edu.ph,Online,Rhea L. Aquino,1,1,1,0,5,1st - 2nd Semester,2.59,4,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2501012598,"Mercado, Daniel Rose",BSA / 1st Year,CBAA,Main,daniel.mercado169@gmail.com,Regular,Grace B. Lopez,1,1,1,1,7,1st - 1st Semester,3.46,4,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2501012987,"Mercado, Sean Rose",BSBio / 4th Year,CAS,San Fernando,sean.mercado7778@buksu.edu.ph,Regular,Nina V. Mendoza,0,0,0,1,2,3rd - 2nd Semester,1.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2401010860,"Ocampo, Lyn Anne",BSCS / 4th Year,CITC,Talakag,lyn.ocampo6021@buksu.edu.ph,Returnee,Nina V. Mendoza,1,1,0,0,3,4th - 1st Semester,2.35,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2301011984,"Fernandez, Alyssa Reyes",BSMath / 3rd Year,CAS,Main,alyssa.fernandez4108@buksu.edu.ph,Face to face,John P. Navarro,1,1,1,1,7,3rd - 1st Semester,3.51,4,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1
2501013046,"Navarro, Vincent Joy",BSIS / 2nd Year,CITC,Main,vincent.navarro6166@buksu.edu.ph,Face to face,John P. Navarro,1,1,1,1,6,2nd - 1st Semester,2.86,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2501008851,"Salazar, Anne Mae",BSIT / 1st Year,CITC,Main,anne.salazar9568@buksu.edu.ph,Transferee,Carla M. Reyes,1,1,1,1,4,1st - 1st Semester,2.98,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
2301004526,"Rivera, Sophia Mae",BSEd-English / 3rd Year,CTE,Main,sophia.rivera1602@gmail.com,Face to face,Angela S. Bautista,0,1,0,0,2,3rd - 1st Semester,2.45,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2302007629,"Valencia, Joy Miguel",BSBA-FM / 2nd Year,CBAA,Main,joy.valencia8847@buksu.edu.ph,Online,Richard B. Salazar,0,1,0,1,6,2nd - 1st Semester,2.49,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2302006614,"Soriano, Carlo Rae",BSBA-FM / 4th Year,CBAA,Kibawe,carlo.soriano1056@gmail.com,Regular,Richard B. Salazar,0,1,0,0,5,3rd - 2nd Semester,2.29,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2201005570,"Ocampo, Trisha Jane",BSCS / 4th Year,CITC,Kibawe,trisha.ocampo5955@gmail.com,Transferee,Jose A. Flores,1,1,0,0,4,4th - 1st Semester,1.97,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2202006559,"Fernandez, Miguel Anne",BSCrim / 2nd Year,CCJE,San Fernando,miguel.fernandez917@buksu.edu.ph,Online,Maria G. Ramos,0,1,0,0,5,1st - 2nd Semester,2.07,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2401008069,"Mercado, Diana Mae",BSEd-English / 4th Year,CTE,Impasug-ong,diana.mercado4930@buksu.edu.ph,Regular,Leah C. Dizon,0,0,0,0,2,4th - 1st Semester,1.81,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2302004646,"Torres, Joseph Miguel",BSCrim / 4th Year,CCJE,Main,joseph.torres6565@buksu.edu.ph,Face to face,Rhea L. Aquino,0,1,0,0,5,3rd - 2nd Semester,1.81,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2401007946,"Fernandez, Christian Anne",BSPsych / 1st Year,CAS,Baungon,christian.fernandez9837@buksu.edu.ph,Face to face,Carla M. Reyes,1,1,1,1,9,1st - 1st Semester,4.01,5,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0
2402007302,"Padilla, Mae Kate",BSMath / 1st Year,CAS,Dangcagan,mae.padilla3859@gmail.com,Transferee,Carla M. Reyes,1,1,1,1,7,1st - 1st Semester,3.24,4,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0
2201008356,"Soriano, Nicole Claire",BEEd / 1st Year,CTE,San Fernando,nicole.soriano674@buksu.edu.ph,Face to face,Paolo D. Torres,1,1,0,0,4,1st - 1st Semester,2.47,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
